100026.txt,	Final cells: 889
75232.txt,	Final cells: 2280
75269.txt,	Final cells: 6607
75270.txt,	Final cells: 21863
75275.txt,	Final cells: 293436
75277.txt,	Final cells: 976365
75279.txt,	Final cells: 447190
75282.txt,	Final cells: 23872
75283.txt,	Final cells: 22941
75357.txt,	Final cells: 1307236
75359.txt,	Final cells: 73875
75360.txt,	Final cells: 208030
75361.txt,	Final cells: 865
75443.txt,	Final cells: 19094
754638.txt,	Final cells: 3056
75493.txt,	Final cells: 714491
75496.txt,	Final cells: 476894
75549.txt,	Final cells: 34919
75622.txt,	Final cells: 314
75623.txt,	Final cells: 5217
75650.txt,	Final cells: 205496
75651.txt,	Final cells: 173940
75652.txt,	Final cells: 244854
75653.txt,	Final cells: 152211
75654.txt,	Final cells: 199815
75655.txt,	Final cells: 169200
75656.txt,	Final cells: 196085
75657.txt,	Final cells: 202115
75658.txt,	Final cells: 254278
75659.txt,	Final cells: 227984
75660.txt,	Final cells: 135236
75661.txt,	Final cells: 147832
75662.txt,	Final cells: 207513
75663.txt,	Final cells: 165367
75665.txt,	Final cells: 220811
75667.txt,	Final cells: 141522
756802.txt,	Final cells: 8406
756803.txt,	Final cells: 50427
756805.txt,	Final cells: 154485
756806.txt,	Final cells: 917564
756871.txt,	Final cells: 276313
756872.txt,	Final cells: 284898
756873.txt,	Final cells: 283007
75699.txt,	Final cells: 4669
75810.txt,	Final cells: 481701
75845.txt,	Final cells: 263984
75846.txt,	Final cells: 399770
75848.txt,	Final cells: 125781
75851.txt,	Final cells: 4437
75893.txt,	Final cells: 1113
75894.txt,	Final cells: 1082
75915.txt,	Final cells: 951
75946.txt,	Final cells: 14134
75947.txt,	Final cells: 9583
75959.txt,	Final cells: 32499
75976.txt,	Final cells: 321554
75977.txt,	Final cells: 297708
75979.txt,	Final cells: 15866
75984.txt,	Final cells: 282654
75986.txt,	Final cells: 314049
75988.txt,	Final cells: 313967
75989.txt,	Final cells: 315203
75991.txt,	Final cells: 263977
75992.txt,	Final cells: 233641
75993.txt,	Final cells: 253213
75994.txt,	Final cells: 221584
760497.txt,	Final cells: 16482
760498.txt,	Final cells: 14562
76051.txt,	Final cells: 1850
76052.txt,	Final cells: 7247
76053.txt,	Final cells: 1311
76054.txt,	Final cells: 7430
76055.txt,	Final cells: 2892
76056.txt,	Final cells: 8039
76057.txt,	Final cells: 14986
76106.txt,	Final cells: 6919
76143.txt,	Final cells: 292307
76192.txt,	Final cells: 239703
76198.txt,	Final cells: 10819
76199.txt,	Final cells: 306
76200.txt,	Final cells: 2617
76202.txt,	Final cells: 465
76204.txt,	Final cells: 9277
76205.txt,	Final cells: 306
76206.txt,	Final cells: 2617
76207.txt,	Final cells: 5200
76230.txt,	Final cells: 27648
76255.txt,	Final cells: 19655
762584.txt,	Final cells: 705231
762586.txt,	Final cells: 767963
762587.txt,	Final cells: 468622
762588.txt,	Final cells: 519494
762589.txt,	Final cells: 878199
762590.txt,	Final cells: 220216
762591.txt,	Final cells: 598988
762592.txt,	Final cells: 359287
762593.txt,	Final cells: 25573
762594.txt,	Final cells: 690675
762595.txt,	Final cells: 611609
762596.txt,	Final cells: 480244
762597.txt,	Final cells: 372301
762598.txt,	Final cells: 1317138
762599.txt,	Final cells: 4380
762600.txt,	Final cells: 87821
762601.txt,	Final cells: 641582
762602.txt,	Final cells: 452415
762603.txt,	Final cells: 478476
762604.txt,	Final cells: 438018
762605.txt,	Final cells: 41878
762606.txt,	Final cells: 4180
762607.txt,	Final cells: 833285
762608.txt,	Final cells: 761780
762609.txt,	Final cells: 1409065
762610.txt,	Final cells: 875625
76277.txt,	Final cells: 111401
76278.txt,	Final cells: 637173
76291.txt,	Final cells: 5066
762975.txt,	Final cells: 31763
763398.txt,	Final cells: 1350
763714.txt,	Final cells: 376122
763716.txt,	Final cells: 77651
763718.txt,	Final cells: 960380
763719.txt,	Final cells: 811042
763720.txt,	Final cells: 476185
763721.txt,	Final cells: 476036
763723.txt,	Final cells: 1436959
763724.txt,	Final cells: 147609
763725.txt,	Final cells: 502587
76391.txt,	Final cells: 499046
76475.txt,	Final cells: 790045
76477.txt,	Final cells: 782591
76538.txt,	Final cells: 212472
76539.txt,	Final cells: 6570
76540.txt,	Final cells: 236405
76541.txt,	Final cells: 224201
76572.txt,	Final cells: 2860
76573.txt,	Final cells: 4381
76579.txt,	Final cells: 2701
76581.txt,	Final cells: 2859
766374.txt,	Final cells: 27177
76678.txt,	Final cells: 212234
76679.txt,	Final cells: 1742
76680.txt,	Final cells: 3052
76681.txt,	Final cells: 4775
76682.txt,	Final cells: 51
76683.txt,	Final cells: 24
76684.txt,	Final cells: 24
76685.txt,	Final cells: 1586
76708.txt,	Final cells: 18073
76710.txt,	Final cells: 16769
76712.txt,	Final cells: 17047
76713.txt,	Final cells: 17297
76714.txt,	Final cells: 17539
76715.txt,	Final cells: 17339
76716.txt,	Final cells: 17062
76719.txt,	Final cells: 352960
76723.txt,	Final cells: 4582
76724.txt,	Final cells: 4600
76728.txt,	Final cells: 189614
76755.txt,	Final cells: 26361
76756.txt,	Final cells: 26255
76778.txt,	Final cells: 136879
76894.txt,	Final cells: 40186
76897.txt,	Final cells: 45311
76898.txt,	Final cells: 23509
76899.txt,	Final cells: 2734
76900.txt,	Final cells: 126989
76901.txt,	Final cells: 6208
76902.txt,	Final cells: 8235
76903.txt,	Final cells: 5942
76904.txt,	Final cells: 13129
76905.txt,	Final cells: 23464
76906.txt,	Final cells: 11093
76907.txt,	Final cells: 14039
76908.txt,	Final cells: 9234
76947.txt,	Final cells: 132937
76948.txt,	Final cells: 165635
76966.txt,	Final cells: 214222
77011.txt,	Final cells: 17078
77013.txt,	Final cells: 9155
77014.txt,	Final cells: 15109
77015.txt,	Final cells: 16452
77016.txt,	Final cells: 18829
77017.txt,	Final cells: 21821
77019.txt,	Final cells: 117005
77020.txt,	Final cells: 7496
77021.txt,	Final cells: 3032
771609.txt,	Final cells: 282
771610.txt,	Final cells: 1283
77166.txt,	Final cells: 27346
77167.txt,	Final cells: 27294
77168.txt,	Final cells: 27272
77169.txt,	Final cells: 27300
77171.txt,	Final cells: 18025
77185.txt,	Final cells: 29150
77190.txt,	Final cells: 18012
77245.txt,	Final cells: 581039
77280.txt,	Final cells: 819697
77319.txt,	Final cells: 284009
77335.txt,	Final cells: 5835
77336.txt,	Final cells: 8133
77340.txt,	Final cells: 5080
77342.txt,	Final cells: 8397
77343.txt,	Final cells: 13141
77344.txt,	Final cells: 6176
77458.txt,	Final cells: 581040
77461.txt,	Final cells: 174892
77462.txt,	Final cells: 71149
77463.txt,	Final cells: 95917
77472.txt,	Final cells: 1893
77474.txt,	Final cells: 632
77475.txt,	Final cells: 3958
77476.txt,	Final cells: 2043
77477.txt,	Final cells: 554
77508.txt,	Final cells: 381795
77513.txt,	Final cells: 150096
77525.txt,	Final cells: 76969
77596.txt,	Final cells: 1388017
77597.txt,	Final cells: 1379036
777037.txt,	Final cells: 7222
777038.txt,	Final cells: 8388
777039.txt,	Final cells: 1808
777040.txt,	Final cells: 61007
777041.txt,	Final cells: 24622
77796.txt,	Final cells: 9992
77832.txt,	Final cells: 28596
77844.txt,	Final cells: 1718
779080.txt,	Final cells: 492562
77912.txt,	Final cells: 3739
77916.txt,	Final cells: 4844
77917.txt,	Final cells: 3927
77918.txt,	Final cells: 5814
77919.txt,	Final cells: 3068
77920.txt,	Final cells: 3822
77921.txt,	Final cells: 3425
77922.txt,	Final cells: 5183
77925.txt,	Final cells: 24709
77926.txt,	Final cells: 12559
77927.txt,	Final cells: 5065
77928.txt,	Final cells: 14110
77929.txt,	Final cells: 5308
77930.txt,	Final cells: 29981
77931.txt,	Final cells: 12881
77932.txt,	Final cells: 15409
77933.txt,	Final cells: 3358
77934.txt,	Final cells: 55322
77935.txt,	Final cells: 54725
77936.txt,	Final cells: 47202
77937.txt,	Final cells: 310237
77938.txt,	Final cells: 13808
77939.txt,	Final cells: 17321
77940.txt,	Final cells: 9516
77941.txt,	Final cells: 184474
77943.txt,	Final cells: 18557
77944.txt,	Final cells: 19775
77945.txt,	Final cells: 37704
77946.txt,	Final cells: 23006
77947.txt,	Final cells: 18253
77948.txt,	Final cells: 11564
77949.txt,	Final cells: 10055
77950.txt,	Final cells: 25463
77951.txt,	Final cells: 45403
77958.txt,	Final cells: 222125
779964.txt,	Final cells: 43841
779965.txt,	Final cells: 107776
779966.txt,	Final cells: 83430
779993.txt,	Final cells: 10064
779994.txt,	Final cells: 28299
779995.txt,	Final cells: 22025
779996.txt,	Final cells: 40647
779998.txt,	Final cells: 22687
779999.txt,	Final cells: 22963
780000.txt,	Final cells: 22473
780014.txt,	Final cells: 2063
780015.txt,	Final cells: 107668
780016.txt,	Final cells: 142211
780017.txt,	Final cells: 4977
780018.txt,	Final cells: 5218
780019.txt,	Final cells: 110664
780046.txt,	Final cells: 2282
780047.txt,	Final cells: 465
780079.txt,	Final cells: 8412
78023.txt,	Final cells: 39578
78024.txt,	Final cells: 28910
78026.txt,	Final cells: 1661
78027.txt,	Final cells: 25077
78028.txt,	Final cells: 11428
780460.txt,	Final cells: 17413
78211.txt,	Final cells: 2051
78218.txt,	Final cells: 76290
78220.txt,	Final cells: 97959
78222.txt,	Final cells: 116864
78224.txt,	Final cells: 87174
78226.txt,	Final cells: 124817
78227.txt,	Final cells: 194655
78251.txt,	Final cells: 126063
78253.txt,	Final cells: 188345
78295.txt,	Final cells: 393859
78298.txt,	Final cells: 44796
78299.txt,	Final cells: 127924
78319.txt,	Final cells: 238793
78322.txt,	Final cells: 1294
78323.txt,	Final cells: 1076
78324.txt,	Final cells: 5067
78325.txt,	Final cells: 5225
78327.txt,	Final cells: 1580
78328.txt,	Final cells: 1442
78329.txt,	Final cells: 1617
78348.txt,	Final cells: 22310
78350.txt,	Final cells: 2549
78351.txt,	Final cells: 1616
78352.txt,	Final cells: 128301
78533.txt,	Final cells: 113514
78534.txt,	Final cells: 113872
78535.txt,	Final cells: 51377
78538.txt,	Final cells: 906645
785453.txt,	Final cells: 379051
785454.txt,	Final cells: 1354904
785455.txt,	Final cells: 1127448
78618.txt,	Final cells: 47148
78659.txt,	Final cells: 1112577
78660.txt,	Final cells: 334540
78661.txt,	Final cells: 13345
78663.txt,	Final cells: 286849
78671.txt,	Final cells: 129454
78733.txt,	Final cells: 13375
78735.txt,	Final cells: 89254
78736.txt,	Final cells: 18460
78737.txt,	Final cells: 15429
78738.txt,	Final cells: 18120
787646.txt,	Final cells: 1006
78794.txt,	Final cells: 38403
788566.txt,	Final cells: 14360
78894.txt,	Final cells: 5507
78895.txt,	Final cells: 1476
78896.txt,	Final cells: 1221
789069.txt,	Final cells: 9050
789070.txt,	Final cells: 3750
789071.txt,	Final cells: 4851
789072.txt,	Final cells: 131150
789073.txt,	Final cells: 24957
789074.txt,	Final cells: 15507
789075.txt,	Final cells: 123208
789076.txt,	Final cells: 340115
789077.txt,	Final cells: 62661
789078.txt,	Final cells: 87655
789079.txt,	Final cells: 549997
789080.txt,	Final cells: 200880
789081.txt,	Final cells: 274156
789082.txt,	Final cells: 243879
789083.txt,	Final cells: 205183
789084.txt,	Final cells: 252155
789085.txt,	Final cells: 251919
789086.txt,	Final cells: 197609
789088.txt,	Final cells: 88148
789089.txt,	Final cells: 1024551
78944.txt,	Final cells: 539
78946.txt,	Final cells: 28933
78954.txt,	Final cells: 1059
78968.txt,	Final cells: 55902
78970.txt,	Final cells: 1757
78976.txt,	Final cells: 50215
789794.txt,	Final cells: 742867
789795.txt,	Final cells: 756892
789796.txt,	Final cells: 699950
789797.txt,	Final cells: 1402477
789798.txt,	Final cells: 674653
789799.txt,	Final cells: 1808757
78979.txt,	Final cells: 255599
790182.txt,	Final cells: 93664
79020.txt,	Final cells: 113359
79073.txt,	Final cells: 42713
79076.txt,	Final cells: 342290
79093.txt,	Final cells: 1955876
79136.txt,	Final cells: 118488
79177.txt,	Final cells: 30
79182.txt,	Final cells: 50623
79183.txt,	Final cells: 893
79184.txt,	Final cells: 259
79185.txt,	Final cells: 591
79186.txt,	Final cells: 935
79187.txt,	Final cells: 955
79188.txt,	Final cells: 7538
79189.txt,	Final cells: 26326
79190.txt,	Final cells: 121575
79191.txt,	Final cells: 44575
79192.txt,	Final cells: 21124
79193.txt,	Final cells: 120648
79194.txt,	Final cells: 1133
79195.txt,	Final cells: 155506
79196.txt,	Final cells: 1416
79197.txt,	Final cells: 2140
79200.txt,	Final cells: 240
79201.txt,	Final cells: 145914
79202.txt,	Final cells: 1265
79239.txt,	Final cells: 395718
79241.txt,	Final cells: 276371
79254.txt,	Final cells: 615096
79279.txt,	Final cells: 6108
79353.txt,	Final cells: 1048642
793564.txt,	Final cells: 360343
793565.txt,	Final cells: 1212801
79357.txt,	Final cells: 65430
79361.txt,	Final cells: 17532
79427.txt,	Final cells: 14627
79428.txt,	Final cells: 19405
79443.txt,	Final cells: 82151
79518.txt,	Final cells: 323013
79556.txt,	Final cells: 184121
796150.txt,	Final cells: 512211
79729.txt,	Final cells: 16625
79741.txt,	Final cells: 19149
79774.txt,	Final cells: 163872
79787.txt,	Final cells: 74328
797989.txt,	Final cells: 1448071
797990.txt,	Final cells: 833396
797991.txt,	Final cells: 1279867
797992.txt,	Final cells: 1225483
797993.txt,	Final cells: 340636
79810.txt,	Final cells: 70221
79828.txt,	Final cells: 4305
79850.txt,	Final cells: 25658
79851.txt,	Final cells: 206
79852.txt,	Final cells: 5190
79861.txt,	Final cells: 52416
79935.txt,	Final cells: 503
79936.txt,	Final cells: 431
79937.txt,	Final cells: 1878
79938.txt,	Final cells: 64
79939.txt,	Final cells: 49
79940.txt,	Final cells: 36
799433.txt,	Final cells: 2178
799434.txt,	Final cells: 3726
799435.txt,	Final cells: 11566
799437.txt,	Final cells: 141125
799438.txt,	Final cells: 104157
799439.txt,	Final cells: 143248
79954.txt,	Final cells: 1236
79955.txt,	Final cells: 789
79956.txt,	Final cells: 1750
79957.txt,	Final cells: 4871
79958.txt,	Final cells: 2613
79959.txt,	Final cells: 913
79960.txt,	Final cells: 10190
79961.txt,	Final cells: 1964
80020.txt,	Final cells: 19295
80084.txt,	Final cells: 910
80085.txt,	Final cells: 741
80086.txt,	Final cells: 903
80087.txt,	Final cells: 775
80104.txt,	Final cells: 31346
80105.txt,	Final cells: 59234
80159.txt,	Final cells: 31641
801729.txt,	Final cells: 50849
80175.txt,	Final cells: 9852
80177.txt,	Final cells: 1492
80178.txt,	Final cells: 9859
80209.txt,	Final cells: 102037
80352.txt,	Final cells: 152367
80353.txt,	Final cells: 17608
80354.txt,	Final cells: 35750
80355.txt,	Final cells: 1725
80356.txt,	Final cells: 616
80357.txt,	Final cells: 52
80358.txt,	Final cells: 131123
80359.txt,	Final cells: 7027
80360.txt,	Final cells: 6038
80361.txt,	Final cells: 200
80363.txt,	Final cells: 4726
80364.txt,	Final cells: 4741
80365.txt,	Final cells: 17062
80366.txt,	Final cells: 444
80367.txt,	Final cells: 30748
80368.txt,	Final cells: 14237
80369.txt,	Final cells: 12223
80370.txt,	Final cells: 13523
80410.txt,	Final cells: 4988
80414.txt,	Final cells: 99707
804293.txt,	Final cells: 304151
804294.txt,	Final cells: 413760
804295.txt,	Final cells: 407499
804296.txt,	Final cells: 1087326
804297.txt,	Final cells: 632695
804298.txt,	Final cells: 150657
804300.txt,	Final cells: 792064
804301.txt,	Final cells: 1247152
80433.txt,	Final cells: 153014
80441.txt,	Final cells: 3148
80442.txt,	Final cells: 3807
80516.txt,	Final cells: 366728
80557.txt,	Final cells: 247488
80561.txt,	Final cells: 395446
805914.txt,	Final cells: 16908
80597.txt,	Final cells: 190878
80603.txt,	Final cells: 31388
80604.txt,	Final cells: 14846
80609.txt,	Final cells: 2220
80610.txt,	Final cells: 4545
80650.txt,	Final cells: 1032232
80655.txt,	Final cells: 73901
80657.txt,	Final cells: 2392
80746.txt,	Final cells: 35
80748.txt,	Final cells: 33
80750.txt,	Final cells: 102206
80751.txt,	Final cells: 1848
80752.txt,	Final cells: 1077
80755.txt,	Final cells: 4065
80756.txt,	Final cells: 2009
80757.txt,	Final cells: 89618
80758.txt,	Final cells: 10750
80759.txt,	Final cells: 73175
80760.txt,	Final cells: 5976
80761.txt,	Final cells: 414400
80764.txt,	Final cells: 84853
80765.txt,	Final cells: 4068
80766.txt,	Final cells: 119091
80768.txt,	Final cells: 16434
80769.txt,	Final cells: 10039
80904.txt,	Final cells: 3744
80908.txt,	Final cells: 326824
80937.txt,	Final cells: 278
80938.txt,	Final cells: 350
80939.txt,	Final cells: 237
80940.txt,	Final cells: 596
80941.txt,	Final cells: 286
80942.txt,	Final cells: 2985
80945.txt,	Final cells: 2417
81080.txt,	Final cells: 41060
81081.txt,	Final cells: 194978
81082.txt,	Final cells: 152137
81083.txt,	Final cells: 137385
81084.txt,	Final cells: 207132
81085.txt,	Final cells: 216629
81090.txt,	Final cells: 4552
81109.txt,	Final cells: 27550
81110.txt,	Final cells: 1048617
81111.txt,	Final cells: 731641
81112.txt,	Final cells: 769135
81121.txt,	Final cells: 275993
81122.txt,	Final cells: 236351
81124.txt,	Final cells: 927139
81129.txt,	Final cells: 10672
81130.txt,	Final cells: 14149
81131.txt,	Final cells: 10011
81132.txt,	Final cells: 8958
81133.txt,	Final cells: 11838
81137.txt,	Final cells: 79941
81139.txt,	Final cells: 207653
81140.txt,	Final cells: 142121
81141.txt,	Final cells: 132300
81145.txt,	Final cells: 60810
81147.txt,	Final cells: 137958
81148.txt,	Final cells: 68452
81149.txt,	Final cells: 318962
81150.txt,	Final cells: 46409
81151.txt,	Final cells: 136420
81152.txt,	Final cells: 977
81162.txt,	Final cells: 51690
81163.txt,	Final cells: 298298
81181.txt,	Final cells: 23992
81182.txt,	Final cells: 98496
81202.txt,	Final cells: 199479
81203.txt,	Final cells: 292323
81206.txt,	Final cells: 220802
81207.txt,	Final cells: 153148
81208.txt,	Final cells: 82522
81209.txt,	Final cells: 115675
81210.txt,	Final cells: 1025391
81211.txt,	Final cells: 1895591
81214.txt,	Final cells: 139864
81215.txt,	Final cells: 153415
81221.txt,	Final cells: 10364
81223.txt,	Final cells: 3106
81227.txt,	Final cells: 73139
81254.txt,	Final cells: 18076
81259.txt,	Final cells: 2644
81260.txt,	Final cells: 2747
81261.txt,	Final cells: 2434
81262.txt,	Final cells: 2222
81263.txt,	Final cells: 2022
81264.txt,	Final cells: 2611
81265.txt,	Final cells: 2944
81266.txt,	Final cells: 2415
81267.txt,	Final cells: 2060
81268.txt,	Final cells: 3014
81269.txt,	Final cells: 2586
81290.txt,	Final cells: 106643
81291.txt,	Final cells: 41167
81292.txt,	Final cells: 140022
81307.txt,	Final cells: 79620
81308.txt,	Final cells: 33778
81309.txt,	Final cells: 13280
81310.txt,	Final cells: 90211
81366.txt,	Final cells: 34978
81368.txt,	Final cells: 141851
81369.txt,	Final cells: 176349
81370.txt,	Final cells: 69506
81454.txt,	Final cells: 261871
814657.txt,	Final cells: 19180
814658.txt,	Final cells: 31277
814659.txt,	Final cells: 19180
814660.txt,	Final cells: 31277
814661.txt,	Final cells: 14785
814663.txt,	Final cells: 14805
814664.txt,	Final cells: 31277
814665.txt,	Final cells: 32936
814666.txt,	Final cells: 3827
814667.txt,	Final cells: 3389
814668.txt,	Final cells: 17213
814669.txt,	Final cells: 7884
814670.txt,	Final cells: 4876
814671.txt,	Final cells: 87843
814673.txt,	Final cells: 210
814675.txt,	Final cells: 210
814677.txt,	Final cells: 24986
814678.txt,	Final cells: 24986
814679.txt,	Final cells: 13265
814680.txt,	Final cells: 87843
814682.txt,	Final cells: 82572
814757.txt,	Final cells: 115
814760.txt,	Final cells: 109777
814761.txt,	Final cells: 58962
814762.txt,	Final cells: 53834
81528.txt,	Final cells: 420636
815474.txt,	Final cells: 543929
815475.txt,	Final cells: 8874
815476.txt,	Final cells: 186
815477.txt,	Final cells: 1346
815478.txt,	Final cells: 292846
815479.txt,	Final cells: 447239
815480.txt,	Final cells: 21065
815481.txt,	Final cells: 647196
815482.txt,	Final cells: 466611
815483.txt,	Final cells: 1533923
81567.txt,	Final cells: 11603
81568.txt,	Final cells: 10570
81589.txt,	Final cells: 578192
81590.txt,	Final cells: 626441
81635.txt,	Final cells: 794
81636.txt,	Final cells: 82
81637.txt,	Final cells: 110
816583.txt,	Final cells: 47505
816584.txt,	Final cells: 46165
816585.txt,	Final cells: 115153
816586.txt,	Final cells: 242232
816594.txt,	Final cells: 1324258
817293.txt,	Final cells: 9625
817294.txt,	Final cells: 16104
817295.txt,	Final cells: 12820
81762.txt,	Final cells: 558964
81776.txt,	Final cells: 466698
81877.txt,	Final cells: 1123167
81878.txt,	Final cells: 203100
81919.txt,	Final cells: 989
81936.txt,	Final cells: 288
81951.txt,	Final cells: 987133
82034.txt,	Final cells: 289481
82036.txt,	Final cells: 25809
82055.txt,	Final cells: 28403
82056.txt,	Final cells: 15431
82057.txt,	Final cells: 4765
82058.txt,	Final cells: 292
82059.txt,	Final cells: 289
82063.txt,	Final cells: 698
82069.txt,	Final cells: 14135
821368.txt,	Final cells: 881
821369.txt,	Final cells: 5078
821370.txt,	Final cells: 20700
821371.txt,	Final cells: 13860
82170.txt,	Final cells: 31
82177.txt,	Final cells: 17212
82183.txt,	Final cells: 524926
822070.txt,	Final cells: 134737
82236.txt,	Final cells: 16628
82237.txt,	Final cells: 33564
82256.txt,	Final cells: 131073
82257.txt,	Final cells: 328396
822696.txt,	Final cells: 28861
822697.txt,	Final cells: 20106
822698.txt,	Final cells: 19283
82323.txt,	Final cells: 206230
82324.txt,	Final cells: 228867
82325.txt,	Final cells: 135387
82326.txt,	Final cells: 201376
82377.txt,	Final cells: 2647
82378.txt,	Final cells: 16781
82379.txt,	Final cells: 3486
82380.txt,	Final cells: 3630
82392.txt,	Final cells: 646930
82394.txt,	Final cells: 432842
82395.txt,	Final cells: 209845
82397.txt,	Final cells: 519156
82407.txt,	Final cells: 1764
82468.txt,	Final cells: 30892
82469.txt,	Final cells: 79177
82471.txt,	Final cells: 2283
82526.txt,	Final cells: 100840
82536.txt,	Final cells: 770218
82537.txt,	Final cells: 37153
82539.txt,	Final cells: 50507
82541.txt,	Final cells: 279717
82660.txt,	Final cells: 403
82663.txt,	Final cells: 388886
82664.txt,	Final cells: 380356
82667.txt,	Final cells: 1328
82668.txt,	Final cells: 1263
82722.txt,	Final cells: 99052
82740.txt,	Final cells: 416324
827639.txt,	Final cells: 10951
827640.txt,	Final cells: 5063
827641.txt,	Final cells: 13528
82776.txt,	Final cells: 13554
827772.txt,	Final cells: 5910
827773.txt,	Final cells: 899626
827775.txt,	Final cells: 1156826
828022.txt,	Final cells: 3107
828024.txt,	Final cells: 68055
82891.txt,	Final cells: 25045
82892.txt,	Final cells: 25139
83002.txt,	Final cells: 39106
83003.txt,	Final cells: 44913
83004.txt,	Final cells: 43177
83005.txt,	Final cells: 1473
83006.txt,	Final cells: 180
83022.txt,	Final cells: 413420
83023.txt,	Final cells: 241259
83024.txt,	Final cells: 300600
83166.txt,	Final cells: 20669
83167.txt,	Final cells: 799
83204.txt,	Final cells: 63219
83229.txt,	Final cells: 288345
83255.txt,	Final cells: 370197
83256.txt,	Final cells: 95875
833873.txt,	Final cells: 66885
833874.txt,	Final cells: 66885
83416.txt,	Final cells: 791261
83429.txt,	Final cells: 298575
834449.txt,	Final cells: 67030
834595.txt,	Final cells: 81
834600.txt,	Final cells: 18184
834601.txt,	Final cells: 18387
83490.txt,	Final cells: 120412
83491.txt,	Final cells: 108024
83550.txt,	Final cells: 29283
83577.txt,	Final cells: 14807
835848.txt,	Final cells: 34532
83597.txt,	Final cells: 280584
83598.txt,	Final cells: 550635
83642.txt,	Final cells: 75680
83646.txt,	Final cells: 1877
83647.txt,	Final cells: 1925
83649.txt,	Final cells: 12527
83650.txt,	Final cells: 12266
83651.txt,	Final cells: 19397
83676.txt,	Final cells: 30609
83677.txt,	Final cells: 13630
83678.txt,	Final cells: 10765
83688.txt,	Final cells: 75831
83692.txt,	Final cells: 34029
83694.txt,	Final cells: 350256
83715.txt,	Final cells: 597
83716.txt,	Final cells: 2572
83718.txt,	Final cells: 496956
83719.txt,	Final cells: 59359
83720.txt,	Final cells: 2260
83721.txt,	Final cells: 574021
83770.txt,	Final cells: 24348
837999.txt,	Final cells: 499262
838000.txt,	Final cells: 489034
838001.txt,	Final cells: 558701
838003.txt,	Final cells: 519282
83814.txt,	Final cells: 19181
83815.txt,	Final cells: 21342
83835.txt,	Final cells: 1782
838511.txt,	Final cells: 72316
838512.txt,	Final cells: 195342
838514.txt,	Final cells: 130498
838515.txt,	Final cells: 920849
838516.txt,	Final cells: 2205
838517.txt,	Final cells: 77823
838518.txt,	Final cells: 421477
838519.txt,	Final cells: 1352679
838520.txt,	Final cells: 1476337
838521.txt,	Final cells: 1325019
83852.txt,	Final cells: 19149
83855.txt,	Final cells: 295
839690.txt,	Final cells: 11696
839694.txt,	Final cells: 11696
839722.txt,	Final cells: 99210
839723.txt,	Final cells: 372875
839724.txt,	Final cells: 1493
84020.txt,	Final cells: 10811
84021.txt,	Final cells: 16064
84022.txt,	Final cells: 4080
84023.txt,	Final cells: 8673
84024.txt,	Final cells: 3638
84030.txt,	Final cells: 3711
84032.txt,	Final cells: 7914
84033.txt,	Final cells: 1200
840364.txt,	Final cells: 828
84042.txt,	Final cells: 132722
841122.txt,	Final cells: 3856
84130.txt,	Final cells: 112075
84131.txt,	Final cells: 138913
84162.txt,	Final cells: 99921
842507.txt,	Final cells: 38546
842651.txt,	Final cells: 76178
84319.txt,	Final cells: 3449
84320.txt,	Final cells: 33716
84321.txt,	Final cells: 6482
843548.txt,	Final cells: 2094
843549.txt,	Final cells: 1596
844207.txt,	Final cells: 1058793
844208.txt,	Final cells: 501480
844209.txt,	Final cells: 940795
84508.txt,	Final cells: 7494
84510.txt,	Final cells: 2875
84511.txt,	Final cells: 893
84512.txt,	Final cells: 487
845352.txt,	Final cells: 1590168
84612.txt,	Final cells: 44789
84614.txt,	Final cells: 185491
84615.txt,	Final cells: 26702
84616.txt,	Final cells: 52757
84617.txt,	Final cells: 82600
84618.txt,	Final cells: 36252
84619.txt,	Final cells: 85210
84620.txt,	Final cells: 43644
84621.txt,	Final cells: 60138
84622.txt,	Final cells: 103151
84623.txt,	Final cells: 32116
84624.txt,	Final cells: 48325
84625.txt,	Final cells: 59802
84626.txt,	Final cells: 38622
84639.txt,	Final cells: 1459
84640.txt,	Final cells: 2074
84641.txt,	Final cells: 2938
84642.txt,	Final cells: 3757
84698.txt,	Final cells: 70890
84736.txt,	Final cells: 28504
84737.txt,	Final cells: 23149
84756.txt,	Final cells: 706309
84757.txt,	Final cells: 45213
84758.txt,	Final cells: 45621
84781.txt,	Final cells: 28182
84810.txt,	Final cells: 9733
848343.txt,	Final cells: 863955
84914.txt,	Final cells: 41907
84915.txt,	Final cells: 16353
84916.txt,	Final cells: 12876
84917.txt,	Final cells: 12121
84918.txt,	Final cells: 40863
84929.txt,	Final cells: 6905
84930.txt,	Final cells: 6
84931.txt,	Final cells: 564
84942.txt,	Final cells: 209
84943.txt,	Final cells: 103
849720.txt,	Final cells: 4858
849721.txt,	Final cells: 3702
849722.txt,	Final cells: 2278
849723.txt,	Final cells: 3723
849724.txt,	Final cells: 3694
849725.txt,	Final cells: 11762
849726.txt,	Final cells: 3404
849727.txt,	Final cells: 2989
849728.txt,	Final cells: 2063
849729.txt,	Final cells: 3569
849731.txt,	Final cells: 18735
84975.txt,	Final cells: 1410
84977.txt,	Final cells: 694
84978.txt,	Final cells: 1816
84986.txt,	Final cells: 814795
84987.txt,	Final cells: 250
84990.txt,	Final cells: 581446
84993.txt,	Final cells: 579511
84997.txt,	Final cells: 1704342
850627.txt,	Final cells: 229326
